age,dfh,edu,employee_id,job_level,income,salary_increase,stock_option,training,years_company,years_promotion,years_manager,job_involvement,performance,num_companiesworked,years_working,satisfaction_environment,satisfaction_job,wlb,attrition,business_travel,department,edu_field,gender,job_role,marital
42,23,4,3424,1,23730,14,1,3,1,0,0,4,3,6.0,21.0,4.0,3.0,4.0,No,Travel_Rarely,Research & Development,Other,Male,Research Scientist,Married
50,27,3,3425,2,33100,22,1,3,1,0,0,4,4,4.0,8.0,1.0,4.0,3.0,No,Travel_Rarely,Sales,Medical,Male,Sales Executive,Married
59,16,4,3426,5,186650,12,0,3,5,4,3,2,3,3.0,30.0,3.0,4.0,3.0,No,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Single
37,15,3,3427,2,44850,11,1,2,1,0,0,4,3,5.0,15.0,1.0,2.0,1.0,Yes,Travel_Rarely,Sales,Marketing,Male,Laboratory Technician,Married
55,26,2,3428,2,27890,13,1,2,8,6,7,2,3,3.0,17.0,3.0,2.0,3.0,No,Travel_Frequently,Research & Development,Life Sciences,Female,Sales Executive,Married
41,19,1,3429,2,58280,13,0,0,21,5,10,3,3,1.0,21.0,2.0,3.0,3.0,No,Non-Travel,Research & Development,Life Sciences,Male,Research Scientist,Divorced
38,24,2,3430,1,23260,14,0,3,1,0,0,4,3,8.0,19.0,2.0,4.0,3.0,No,Travel_Rarely,Research & Development,Other,Female,Laboratory Technician,Single
26,21,1,3431,1,135250,17,1,4,2,2,2,2,3,8.0,7.0,2.0,1.0,3.0,Yes,Non-Travel,Research & Development,Life Sciences,Female,Manufacturing Director,Single
52,5,4,3432,4,14200,13,1,2,32,6,9,4,3,1.0,33.0,1.0,4.0,3.0,Yes,Travel_Rarely,Research & Development,Medical,Female,Human Resources,Married
44,16,3,3433,1,80200,11,1,2,12,11,11,3,3,3.0,23.0,4.0,4.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Married
50,2,2,3434,1,36880,11,0,3,18,0,13,2,3,0.0,19.0,4.0,3.0,3.0,No,Non-Travel,Human Resources,Life Sciences,Male,Laboratory Technician,Married
36,2,4,3435,4,54820,18,0,3,17,15,14,3,3,1.0,18.0,3.0,1.0,3.0,Yes,Travel_Rarely,Sales,Technical Degree,Male,Sales Executive,Single
39,11,3,3436,1,160150,11,0,3,21,2,8,4,3,1.0,21.0,4.0,1.0,3.0,No,Travel_Frequently,Sales,Marketing,Male,Sales Executive,Single
33,9,2,3437,5,12000,11,1,3,2,2,2,3,3,0.0,3.0,2.0,4.0,2.0,No,Non-Travel,Sales,Technical Degree,Male,Sales Representative,Single
45,7,2,3438,1,56610,12,0,2,9,1,1,2,3,3.0,26.0,4.0,4.0,4.0,No,Travel_Rarely,Research & Development,Other,Male,Human Resources,Married
32,15,3,3439,2,69290,20,0,6,8,7,7,1,4,9.0,10.0,4.0,3.0,3.0,No,Non-Travel,Research & Development,Medical,Male,Manager,Single
34,6,4,3440,2,96130,12,1,5,15,0,9,2,3,0.0,16.0,2.0,4.0,2.0,No,Travel_Rarely,Sales,Marketing,Male,Research Director,Divorced
59,5,3,3441,2,56740,12,0,6,6,0,4,3,3,3.0,14.0,2.0,4.0,1.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married
45,16,1,3442,2,54840,20,3,6,6,0,4,3,4,1.0,6.0,2.0,2.0,3.0,No,Travel_Rarely,Research & Development,Medical,Male,Sales Executive,Single
53,8,2,3443,2,120610,20,1,2,15,6,12,4,4,2.0,30.0,3.0,2.0,3.0,No,Travel_Frequently,Sales,Medical,Male,Research Scientist,Married
36,7,2,3444,1,56600,12,0,3,1,0,0,3,3,7.0,9.0,1.0,3.0,2.0,Yes,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Divorced
26,2,3,3445,2,48210,14,2,2,3,1,2,3,3,6.0,6.0,1.0,1.0,3.0,Yes,Travel_Frequently,Sales,Life Sciences,Male,Research Scientist,Married
34,2,2,3446,1,64100,13,1,5,1,0,0,2,3,1.0,1.0,3.0,3.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Representative,Married
28,10,3,3447,2,52100,15,0,1,1,0,0,4,3,1.0,1.0,4.0,2.0,3.0,No,Travel_Rarely,Research & Development,Other,Male,Sales Representative,Married
38,9,4,3448,2,26950,14,1,4,2,2,2,1,3,3.0,8.0,3.0,3.0,3.0,No,Travel_Frequently,Sales,Medical,Male,Research Scientist,Married
50,5,4,3449,1,118780,13,1,2,8,7,7,3,3,2.0,29.0,2.0,3.0,2.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Executive,Married
37,1,3,3450,1,170680,23,0,6,4,0,1,3,4,3.0,8.0,4.0,2.0,2.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single
40,2,3,3451,5,24550,15,1,2,7,7,5,3,3,1.0,8.0,3.0,1.0,2.0,No,Travel_Rarely,Human Resources,Medical,Male,Sales Executive,Married
26,3,3,3452,2,139640,11,2,1,5,1,3,2,3,1.0,5.0,1.0,3.0,3.0,No,Travel_Frequently,Research & Development,Medical,Male,Laboratory Technician,Divorced
46,2,1,3453,3,49410,13,2,2,2,2,2,2,3,9.0,23.0,4.0,4.0,3.0,No,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Divorced
54,5,3,3454,2,24780,11,0,0,9,7,0,3,3,6.0,13.0,3.0,3.0,3.0,No,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Married
56,1,2,3455,2,52280,11,0,4,5,0,3,3,3,2.0,18.0,1.0,3.0,3.0,No,Travel_Frequently,Research & Development,Life Sciences,Female,Manufacturing Director,Married
36,4,2,3456,2,44780,18,1,3,14,7,8,3,3,0.0,15.0,4.0,4.0,2.0,No,Travel_Rarely,Research & Development,Life Sciences,Female,Human Resources,Single
55,2,3,3457,2,75470,16,0,2,9,6,2,2,3,7.0,31.0,3.0,1.0,4.0,No,Non-Travel,Research & Development,Medical,Female,Manager,Single
43,25,2,3458,3,50550,22,0,2,1,0,0,2,4,5.0,18.0,3.0,4.0,3.0,No,Travel_Rarely,Sales,Life Sciences,Male,Research Scientist,Divorced
20,8,3,3459,3,34640,20,0,3,2,0,2,2,4,1.0,2.0,4.0,4.0,3.0,Yes,Travel_Frequently,Sales,Marketing,Male,Sales Executive,Single
21,1,4,3460,1,57750,18,0,2,1,1,0,3,3,1.0,1.0,3.0,1.0,2.0,Yes,Travel_Rarely,Research & Development,Life Sciences,Male,Manager,Single
46,12,3,3461,3,89430,12,1,6,16,1,7,3,3,8.0,19.0,4.0,1.0,3.0,No,Travel_Rarely,Sales,Marketing,Female,Healthcare Representative,Divorced
51,23,3,3462,2,192720,20,0,2,10,2,7,3,4,9.0,18.0,1.0,3.0,4.0,Yes,Travel_Rarely,Sales,Medical,Female,Research Scientist,Married
28,19,4,3463,4,52380,17,1,4,10,1,9,2,3,1.0,10.0,2.0,1.0,2.0,Yes,Non-Travel,Research & Development,Life Sciences,Female,Laboratory Technician,Single
26,5,4,3464,2,46820,11,1,3,5,1,3,1,3,1.0,6.0,1.0,1.0,3.0,No,Travel_Rarely,Research & Development,Medical,Female,Sales Executive,Married
30,8,3,3465,1,183000,14,0,6,6,0,2,3,3,0.0,7.0,3.0,1.0,2.0,No,Travel_Rarely,Research & Development,Medical,Female,Sales Executive,Married
41,1,4,3466,1,52570,14,0,2,10,0,8,4,3,1.0,10.0,2.0,3.0,3.0,No,Travel_Rarely,Sales,Life Sciences,Female,Research Director,Married
38,5,3,3467,1,63490,11,0,3,19,1,9,3,3,0.0,20.0,3.0,3.0,2.0,No,Travel_Rarely,Research & Development,Technical Degree,Male,Sales Executive,Married
40,1,4,3468,1,48690,12,0,2,11,11,1,3,3,4.0,14.0,1.0,4.0,3.0,No,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married
27,11,3,3469,2,99850,14,1,3,3,1,2,2,3,1.0,3.0,1.0,3.0,3.0,No,Non-Travel,Sales,Technical Degree,Female,Laboratory Technician,Married
55,23,5,3470,3,36970,13,1,1,3,1,2,3,3,3.0,23.0,4.0,2.0,3.0,No,Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Married
28,1,3,3471,2,74570,11,2,1,8,1,7,4,3,3.0,10.0,3.0,3.0,4.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Single
44,18,4,3472,2,21190,15,0,3,20,3,6,3,3,9.0,24.0,2.0,1.0,3.0,Yes,Travel_Rarely,Research & Development,Life Sciences,Female,Sales Executive,Married
33,23,4,3473,4,39830,12,0,3,3,1,2,3,3,4.0,9.0,4.0,4.0,3.0,No,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Divorced
35,7,4,3474,3,61180,21,1,3,8,4,7,2,4,0.0,9.0,4.0,1.0,3.0,Yes,Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Single
33,1,2,3475,1,62140,19,2,3,13,3,8,3,3,1.0,14.0,1.0,3.0,3.0,Yes,Travel_Frequently,Research & Development,Life Sciences,Female,Sales Executive,Single
28,1,1,3476,2,63470,15,1,2,4,2,2,3,3,1.0,4.0,1.0,3.0,2.0,No,Travel_Rarely,Human Resources,Human Resources,Male,Research Scientist,Divorced
34,29,4,3477,1,115100,14,1,5,6,0,4,3,3,0.0,7.0,1.0,4.0,2.0,No,Travel_Frequently,Sales,Marketing,Male,Research Scientist,Single
37,7,4,3478,4,71430,21,0,6,1,0,0,2,4,2.0,8.0,4.0,4.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Executive,Divorced
25,25,4,3479,2,82680,12,0,3,7,5,6,2,3,1.0,7.0,4.0,4.0,4.0,Yes,Travel_Rarely,Human Resources,Human Resources,Female,Research Scientist,Married
26,8,2,3480,2,80950,15,0,3,1,0,0,4,3,1.0,1.0,1.0,3.0,2.0,Yes,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced
33,8,2,3481,4,29040,13,0,2,2,2,2,3,3,4.0,5.0,1.0,2.0,3.0,Yes,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Single
42,11,1,3482,4,60320,14,0,2,22,13,7,2,3,0.0,23.0,4.0,1.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married
28,7,3,3483,2,29760,14,0,3,1,0,0,3,3,1.0,1.0,1.0,2.0,3.0,Yes,Travel_Frequently,Research & Development,Life Sciences,Male,Manager,Divorced
50,1,4,3484,2,159920,14,0,3,0,0,0,3,3,3.0,5.0,4.0,3.0,3.0,Yes,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Single
33,9,3,3485,2,46490,12,0,2,3,0,2,2,3,0.0,4.0,4.0,2.0,3.0,No,Travel_Frequently,Sales,Medical,Female,Research Scientist,Married
34,1,1,3486,2,26960,23,0,3,0,0,0,3,4,3.0,6.0,3.0,4.0,3.0,No,Non-Travel,Sales,Marketing,Female,Research Director,Married
48,2,1,3487,2,23700,11,0,3,5,2,1,3,3,2.0,27.0,1.0,4.0,2.0,No,Non-Travel,Sales,Life Sciences,Male,Sales Executive,Single
45,1,3,3488,2,125040,12,1,2,15,4,12,3,3,1.0,15.0,2.0,3.0,3.0,No,Non-Travel,Research & Development,Medical,Female,Human Resources,Married
52,1,3,3489,1,59740,18,1,6,8,4,0,3,3,7.0,18.0,2.0,2.0,3.0,No,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single
38,6,2,3490,1,47360,11,1,3,8,2,7,2,3,0.0,9.0,3.0,3.0,3.0,No,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Divorced
29,8,3,3491,4,52960,14,0,3,7,1,7,4,3,4.0,11.0,3.0,4.0,3.0,No,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Divorced
28,1,3,3492,4,67810,15,1,2,9,1,7,3,3,0.0,10.0,4.0,2.0,2.0,No,Travel_Rarely,Human Resources,Human Resources,Female,Laboratory Technician,Divorced
46,6,4,3493,3,21740,11,1,3,12,4,9,3,3,3.0,23.0,1.0,3.0,3.0,No,Travel_Rarely,Research & Development,Medical,Male,Sales Executive,Married
38,7,4,3494,1,66530,20,1,2,1,0,0,3,4,7.0,10.0,4.0,2.0,3.0,No,Travel_Rarely,Research & Development,Medical,Male,Sales Executive,Single
43,5,3,3495,2,96990,19,1,3,8,0,1,3,3,8.0,18.0,3.0,1.0,3.0,No,Travel_Frequently,Research & Development,Medical,Female,Laboratory Technician,Married
39,1,3,3496,2,67550,14,1,2,18,11,5,3,3,7.0,21.0,1.0,4.0,3.0,Yes,Travel_Frequently,Sales,Marketing,Male,Healthcare Representative,Divorced
40,1,1,3497,1,22130,17,0,4,20,4,9,3,3,1.0,21.0,3.0,3.0,4.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Single
21,1,4,3498,1,26100,11,1,3,2,2,2,2,3,1.0,2.0,4.0,2.0,4.0,No,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single
39,6,3,3499,1,28510,15,0,2,5,0,3,3,3,9.0,9.0,3.0,2.0,2.0,No,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Single
36,1,3,3500,3,34520,13,3,4,11,0,9,4,3,2.0,18.0,1.0,4.0,3.0,No,Non-Travel,Research & Development,Medical,Male,Sales Representative,Single
31,7,3,3501,1,52580,14,3,5,2,2,2,3,3,0.0,3.0,3.0,4.0,3.0,No,Travel_Frequently,Research & Development,Life Sciences,Male,Sales Executive,Married
28,2,4,3502,1,93550,11,0,4,5,0,4,3,3,0.0,6.0,1.0,2.0,1.0,No,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married
35,9,2,3503,1,104960,13,1,2,5,0,2,3,3,1.0,5.0,4.0,4.0,3.0,No,Travel_Frequently,Research & Development,Other,Female,Manufacturing Director,Divorced
49,2,2,3504,1,63800,23,1,1,9,2,3,2,4,6.0,22.0,4.0,2.0,3.0,No,Travel_Rarely,Sales,Medical,Female,Sales Executive,Married
34,9,1,3505,2,26570,13,1,3,3,0,2,2,3,2.0,5.0,4.0,3.0,2.0,No,Travel_Frequently,Sales,Technical Degree,Male,Sales Executive,Single
29,1,4,3506,3,27160,18,0,2,7,1,1,1,3,0.0,8.0,4.0,2.0,2.0,No,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Divorced
42,21,2,3507,1,22010,12,1,3,1,0,0,4,3,4.0,16.0,2.0,4.0,3.0,No,Travel_Rarely,Sales,Life Sciences,Female,Healthcare Representative,Single
29,4,2,3508,2,65400,22,0,2,10,1,2,1,4,1.0,10.0,2.0,4.0,2.0,No,Travel_Rarely,Sales,Other,Female,Healthcare Representative,Married
38,1,3,3509,1,38160,13,2,2,7,5,0,2,3,1.0,7.0,3.0,3.0,4.0,No,Travel_Rarely,Research & Development,Medical,Female,Human Resources,Married
28,6,4,3510,1,52530,15,0,2,3,0,2,3,3,1.0,3.0,3.0,3.0,3.0,No,Travel_Frequently,Sales,Life Sciences,Male,Manager,Divorced
18,2,4,3511,3,109650,18,0,5,0,0,0,4,3,1.0,0.0,3.0,3.0,3.0,Yes,Non-Travel,Research & Development,Medical,Male,Laboratory Technician,Single
33,3,2,3512,1,49360,14,0,2,5,0,3,2,3,0.0,6.0,1.0,1.0,3.0,Yes,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Executive,Single
41,4,2,3513,2,25430,12,0,3,1,0,0,3,3,3.0,6.0,2.0,4.0,3.0,No,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married
31,10,3,3514,1,53040,17,0,3,2,2,2,4,3,1.0,2.0,3.0,3.0,2.0,Yes,Travel_Frequently,Sales,Technical Degree,Female,Research Director,Married
37,23,3,3515,3,166590,16,1,2,6,1,3,3,3,7.0,9.0,3.0,4.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Divorced
27,6,2,3516,1,42600,11,2,2,4,2,2,3,3,1.0,4.0,4.0,3.0,3.0,No,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Married
34,1,1,3517,2,24760,19,0,2,6,1,3,3,3,1.0,6.0,2.0,3.0,2.0,No,Travel_Rarely,Sales,Marketing,Female,Laboratory Technician,Married
35,6,3,3518,3,31020,13,1,3,5,1,4,2,3,1.0,6.0,3.0,3.0,1.0,No,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Single
29,6,3,3519,1,22440,12,3,5,11,3,10,1,3,1.0,11.0,4.0,1.0,1.0,Yes,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Executive,Married
40,2,4,3520,4,75960,11,0,0,18,2,13,1,3,9.0,20.0,2.0,3.0,2.0,No,Travel_Frequently,Research & Development,Medical,Male,Human Resources,Single
42,2,4,3521,1,22850,16,0,3,21,13,14,1,3,0.0,22.0,3.0,1.0,2.0,Yes,Travel_Frequently,Sales,Life Sciences,Male,Laboratory Technician,Single
42,1,2,3522,4,30340,21,1,3,6,1,5,2,4,7.0,9.0,2.0,1.0,4.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single
35,5,3,3523,1,57150,24,2,0,8,1,7,3,4,6.0,10.0,4.0,3.0,3.0,No,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Married
24,7,4,3524,1,25760,17,3,3,4,1,2,3,3,8.0,6.0,4.0,2.0,3.0,No,Travel_Rarely,Sales,Life Sciences,Female,Laboratory Technician,Single
28,15,4,3525,2,41970,13,0,3,1,0,0,1,3,1.0,1.0,3.0,4.0,2.0,Yes,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Executive,Married
26,1,4,3526,2,143360,21,1,3,8,0,7,3,4,1.0,8.0,1.0,4.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Representative,Married
40,26,4,3528,2,194060,20,3,2,1,0,0,3,4,3.0,16.0,3.0,4.0,1.0,No,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Married
35,18,5,3529,2,65380,16,1,3,7,6,4,3,3,2.0,15.0,3.0,2.0,4.0,No,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Divorced
34,6,2,3530,1,43060,11,0,2,13,4,9,3,3,0.0,14.0,4.0,1.0,3.0,No,Travel_Frequently,Research & Development,Life Sciences,Male,Research Director,Single
35,3,3,3531,2,22580,11,1,2,2,2,2,3,3,1.0,2.0,4.0,4.0,4.0,No,Travel_Frequently,Research & Development,Medical,Female,Laboratory Technician,Married
43,5,3,3532,3,45220,15,1,3,4,1,3,3,3,8.0,7.0,1.0,3.0,2.0,Yes,Travel_Rarely,Sales,Marketing,Female,Research Scientist,Single
32,11,2,3533,2,44870,11,0,5,1,0,0,2,3,1.0,1.0,3.0,1.0,3.0,No,Non-Travel,Research & Development,Other,Female,Research Scientist,Divorced
19,23,4,3536,2,191970,12,0,2,1,0,0,3,3,1.0,1.0,3.0,1.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single
45,22,3,3537,2,132120,13,0,4,3,0,2,3,3,4.0,7.0,1.0,3.0,2.0,No,Travel_Rarely,Research & Development,Life Sciences,Female,Sales Representative,Married
37,14,4,3538,3,65770,13,0,1,14,3,11,1,3,1.0,14.0,4.0,4.0,2.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married
20,6,3,3539,5,83920,17,0,5,2,1,2,3,3,1.0,2.0,1.0,3.0,2.0,No,Travel_Rarely,Research & Development,Medical,Male,Research Director,Single
44,6,2,3540,3,45580,13,1,2,6,0,2,1,3,1.0,6.0,3.0,3.0,3.0,Yes,Travel_Rarely,Human Resources,Human Resources,Male,Sales Executive,Single
53,6,4,3541,1,40310,12,1,3,7,4,7,2,3,3.0,26.0,4.0,3.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Divorced
29,23,3,3542,1,79690,14,0,3,5,1,3,3,3,0.0,6.0,2.0,4.0,2.0,No,Travel_Rarely,Research & Development,Medical,Male,Sales Executive,Married
22,22,4,3543,1,26540,24,0,5,0,0,0,2,4,0.0,1.0,3.0,4.0,3.0,Yes,Travel_Frequently,Research & Development,Medical,Male,Sales Representative,Married
46,2,3,3544,2,165550,14,2,4,26,15,9,3,3,8.0,28.0,3.0,1.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married
44,20,3,3545,1,45560,13,0,4,0,0,0,3,3,2.0,6.0,4.0,3.0,3.0,No,Non-Travel,Research & Development,Life Sciences,Male,Sales Representative,Single
33,28,4,3546,1,60910,15,0,6,5,1,4,1,3,1.0,5.0,2.0,3.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Female,Manager,Married
41,12,3,3547,2,195660,16,0,2,1,0,0,4,3,6.0,5.0,1.0,1.0,1.0,Yes,Non-Travel,Research & Development,Life Sciences,Male,Sales Representative,Divorced
30,20,3,3548,3,48100,18,0,3,4,0,3,2,3,8.0,8.0,3.0,1.0,3.0,No,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced
40,9,3,3549,1,45230,16,1,5,0,0,0,4,3,5.0,5.0,2.0,2.0,3.0,No,Travel_Frequently,Sales,Medical,Male,Manufacturing Director,Married
50,25,4,3550,2,32020,24,1,2,2,2,2,3,4,2.0,32.0,4.0,1.0,3.0,No,Travel_Frequently,Research & Development,Life Sciences,Female,Healthcare Representative,Married
28,6,3,3551,2,23510,16,0,4,6,3,3,3,3,1.0,6.0,4.0,1.0,3.0,No,Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Married
46,8,4,3552,3,17020,21,0,2,4,0,3,3,4,5.0,25.0,4.0,2.0,3.0,No,Travel_Rarely,Research & Development,Other,Male,Manager,Married
35,4,4,3553,1,180410,20,1,3,7,1,7,2,4,3.0,15.0,3.0,1.0,3.0,No,Travel_Rarely,Sales,Marketing,Male,Laboratory Technician,Married
24,28,4,3554,3,28860,19,1,5,1,0,0,3,3,1.0,1.0,4.0,2.0,1.0,Yes,Travel_Rarely,Human Resources,Human Resources,Male,Manufacturing Director,Married
33,9,2,3555,1,20970,14,2,5,10,0,1,2,3,1.0,10.0,2.0,3.0,2.0,No,Travel_Frequently,Research & Development,Medical,Female,Sales Executive,Married
36,9,2,3556,2,119350,11,3,6,7,1,7,4,3,1.0,7.0,3.0,3.0,3.0,No,Travel_Rarely,Research & Development,Medical,Male,Sales Executive,Divorced
30,29,3,3557,1,25460,14,1,2,10,8,9,3,3,1.0,10.0,3.0,3.0,2.0,No,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced
44,3,4,3558,2,25640,12,3,3,20,13,17,1,3,1.0,20.0,4.0,4.0,3.0,No,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single
20,18,4,3559,1,84120,13,0,2,2,2,2,2,3,1.0,2.0,3.0,4.0,3.0,No,Travel_Rarely,Research & Development,Medical,Male,Human Resources,Single
46,9,1,3560,1,141180,22,0,3,6,1,4,3,4,2.0,12.0,4.0,4.0,2.0,No,Travel_Rarely,Sales,Medical,Female,Sales Executive,Divorced
42,5,4,3561,5,170460,11,0,3,4,0,3,2,3,7.0,10.0,4.0,1.0,4.0,No,Non-Travel,Research & Development,Medical,Male,Sales Executive,Married
60,2,2,3562,2,25640,14,1,3,11,1,9,3,3,0.0,12.0,2.0,4.0,3.0,No,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Divorced
32,10,3,3563,1,102660,11,0,3,2,2,2,3,3,1.0,2.0,3.0,2.0,3.0,No,Travel_Frequently,Sales,Life Sciences,Female,Sales Executive,Married
32,9,3,3564,2,50700,12,1,6,8,0,7,3,3,4.0,10.0,4.0,3.0,3.0,No,Travel_Frequently,Research & Development,Life Sciences,Female,Research Scientist,Single
36,3,2,3565,4,178610,18,0,2,7,7,7,2,3,2.0,17.0,3.0,1.0,3.0,No,Travel_Rarely,Sales,Marketing,Male,Healthcare Representative,Divorced
33,26,2,3566,1,42300,12,0,0,14,4,10,3,3,0.0,15.0,1.0,4.0,3.0,No,Travel_Rarely,Sales,Marketing,Male,Research Scientist,Married
40,1,3,3567,2,37800,12,0,2,5,1,3,1,3,7.0,7.0,2.0,2.0,4.0,No,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Divorced
25,6,2,3568,1,27680,22,1,0,4,1,1,3,4,0.0,5.0,3.0,4.0,3.0,No,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Single
30,9,3,3569,1,90710,19,1,2,11,5,7,2,3,0.0,12.0,4.0,2.0,3.0,No,Travel_Rarely,Sales,Marketing,Female,Research Scientist,Married
42,8,2,3570,1,106480,13,1,1,1,0,0,3,3,3.0,20.0,1.0,1.0,3.0,No,Travel_Frequently,Human Resources,Medical,Male,Sales Executive,Married
35,1,1,3571,2,136100,22,2,4,13,4,12,2,4,4.0,16.0,3.0,4.0,2.0,No,Non-Travel,Research & Development,Life Sciences,Male,Sales Executive,Married
27,7,3,3572,3,34080,24,0,2,9,6,8,3,4,1.0,9.0,1.0,1.0,2.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married
54,9,2,3573,2,29830,14,1,2,5,1,4,2,3,7.0,33.0,4.0,3.0,1.0,No,Travel_Frequently,Research & Development,Medical,Male,Sales Representative,Divorced
44,4,4,3574,5,76320,21,0,3,10,7,7,3,4,1.0,10.0,1.0,4.0,3.0,No,Travel_Rarely,Human Resources,Life Sciences,Male,Laboratory Technician,Married
19,2,2,3575,3,98240,18,0,2,1,0,0,3,3,1.0,1.0,1.0,2.0,4.0,Yes,Non-Travel,Sales,Other,Male,Healthcare Representative,Single
29,19,4,3576,1,99500,20,0,3,3,1,2,3,4,1.0,3.0,1.0,4.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Divorced
54,9,4,3577,2,20930,19,0,2,10,0,9,3,3,3.0,36.0,4.0,4.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Executive,Married
31,21,3,3578,2,99800,12,0,1,6,0,1,3,3,1.0,6.0,3.0,1.0,2.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married
31,24,1,3579,1,38940,12,0,3,10,1,8,4,3,1.0,10.0,3.0,1.0,3.0,No,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Single
59,3,4,3580,1,40510,16,3,3,6,0,5,3,3,5.0,13.0,3.0,4.0,3.0,No,Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Single
43,11,2,3581,3,168350,17,1,3,8,0,7,3,3,3.0,25.0,3.0,4.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married
49,14,4,3582,2,62300,14,0,2,1,0,0,2,3,2.0,23.0,1.0,3.0,4.0,No,Travel_Rarely,Sales,Life Sciences,Male,Research Scientist,Married
36,5,2,3583,1,47170,19,1,3,11,0,7,3,3,1.0,12.0,3.0,2.0,2.0,No,Travel_Frequently,Sales,Marketing,Female,Laboratory Technician,Married
48,1,4,3584,2,132370,13,1,2,1,0,0,4,3,5.0,7.0,4.0,2.0,2.0,No,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Single
27,6,4,3585,2,37550,19,0,2,5,0,3,3,3,1.0,5.0,1.0,3.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced
29,17,4,3586,1,65820,19,1,3,6,1,0,3,3,1.0,6.0,3.0,4.0,3.0,No,Travel_Rarely,Sales,Medical,Male,Laboratory Technician,Divorced
48,1,1,3587,2,74060,14,2,2,1,0,0,3,3,6.0,25.0,4.0,4.0,4.0,No,Travel_Rarely,Sales,Marketing,Male,Manufacturing Director,Single
